,,,,MB-clonallines-nla-karyo-plate2c6_131,MB-clonallines-nla-karyo-plate2c6_129,MB-clonallines-nla-karyo-plate2c6_135,MB-clonallines-nla-karyo-plate2c6_127,MB-clonallines-nla-karyo-plate2c6_121,MB-clonallines-nla-karyo-plate2c6_125,MB-clonallines-nla-karyo-plate2c6_133,MB-clonallines-nla-karyo-plate2c6_123,MB-clonallines-nla-karyo-plate2c6_228,MB-clonallines-nla-karyo-plate2c6_75,MB-clonallines-nla-karyo-plate2c6_106,MB-clonallines-nla-karyo-plate2c6_38,MB-clonallines-nla-karyo-plate2c6_254,MB-clonallines-nla-karyo-plate2c6_26,MB-clonallines-nla-karyo-plate2c6_73,MB-clonallines-nla-karyo-plate2c6_99,MB-clonallines-nla-karyo-plate2c6_77,MB-clonallines-nla-karyo-plate2c6_252,MB-clonallines-nla-karyo-plate2c6_102,MB-clonallines-nla-karyo-plate2c6_108,MB-clonallines-nla-karyo-plate2c6_145,MB-clonallines-nla-karyo-plate2c6_104,MB-clonallines-nla-karyo-plate2c6_166,MB-clonallines-nla-karyo-plate2c6_245,MB-clonallines-nla-karyo-plate2c6_230,MB-clonallines-nla-karyo-plate2c6_96,MB-clonallines-nla-karyo-plate2c6_132,MB-clonallines-nla-karyo-plate2c6_155,MB-clonallines-nla-karyo-plate2c6_182,MB-clonallines-nla-karyo-plate2c6_103,MB-clonallines-nla-karyo-plate2c6_109,MB-clonallines-nla-karyo-plate2c6_74,MB-clonallines-nla-karyo-plate2c6_83,MB-clonallines-nla-karyo-plate2c6_149,MB-clonallines-nla-karyo-plate2c6_120,MB-clonallines-nla-karyo-plate2c6_130,MB-clonallines-nla-karyo-plate2c6_159,MB-clonallines-nla-karyo-plate2c6_12,MB-clonallines-nla-karyo-plate2c6_134,MB-clonallines-nla-karyo-plate2c6_97,MB-clonallines-nla-karyo-plate2c6_81,MB-clonallines-nla-karyo-plate2c6_126,MB-clonallines-nla-karyo-plate2c6_147,MB-clonallines-nla-karyo-plate2c6_76,MB-clonallines-nla-karyo-plate2c6_79,MB-clonallines-nla-karyo-plate2c6_36,MB-clonallines-nla-karyo-plate2c6_111,MB-clonallines-nla-karyo-plate2c6_157,MB-clonallines-nla-karyo-plate2c6_98,MB-clonallines-nla-karyo-plate2c6_101,MB-clonallines-nla-karyo-plate2c6_58,MB-clonallines-nla-karyo-plate2c6_56,MB-clonallines-nla-karyo-plate2c6_87,MB-clonallines-nla-karyo-plate2c6_34,MB-clonallines-nla-karyo-plate2c6_151,MB-clonallines-nla-karyo-plate2c6_100,MB-clonallines-nla-karyo-plate2c6_110,MB-clonallines-nla-karyo-plate2c6_37,MB-clonallines-nla-karyo-plate2c6_15,MB-clonallines-nla-karyo-plate2c6_122,MB-clonallines-nla-karyo-plate2c6_168,MB-clonallines-nla-karyo-plate2c6_5,MB-clonallines-nla-karyo-plate2c6_24,MB-clonallines-nla-karyo-plate2c6_1,MB-clonallines-nla-karyo-plate2c6_153,MB-clonallines-nla-karyo-plate2c6_154,MB-clonallines-nla-karyo-plate2c6_82,MB-clonallines-nla-karyo-plate2c6_3,MB-clonallines-nla-karyo-plate2c6_85,MB-clonallines-nla-karyo-plate2c6_9,MB-clonallines-nla-karyo-plate2c6_10,MB-clonallines-nla-karyo-plate2c6_128,MB-clonallines-nla-karyo-plate2c6_105,MB-clonallines-nla-karyo-plate2c6_28,MB-clonallines-nla-karyo-plate2c6_144,MB-clonallines-nla-karyo-plate2c6_52,MB-clonallines-nla-karyo-plate2c6_54,MB-clonallines-nla-karyo-plate2c6_78,MB-clonallines-nla-karyo-plate2c6_13,MB-clonallines-nla-karyo-plate2c6_11,MB-clonallines-nla-karyo-plate2c6_50,MB-clonallines-nla-karyo-plate2c6_32,MB-clonallines-nla-karyo-plate2c6_30,MB-clonallines-nla-karyo-plate2c6_124,MB-clonallines-nla-karyo-plate2c6_80,MB-clonallines-nla-karyo-plate2c6_146,MB-clonallines-nla-karyo-plate2c6_14,MB-clonallines-nla-karyo-plate2c6_8,MB-clonallines-nla-karyo-plate2c6_2,MB-clonallines-nla-karyo-plate2c6_150,MB-clonallines-nla-karyo-plate2c6_170,MB-clonallines-nla-karyo-plate2c6_48,MB-clonallines-nla-karyo-plate2c6_35
None,2,39000000,39250000,60.0,21.0,36.0,58.0,48.0,53.0,74.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,39250000,39500000,65.0,8.0,20.0,32.0,34.0,40.0,39.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,39500000,39750000,58.0,4.0,24.0,34.0,21.0,22.0,48.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,39500000,39750000,6.0,,2.0,8.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,39750000,40000000,41.0,10.0,23.0,32.0,32.0,25.0,48.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,40000000,40250000,50.0,6.0,23.0,38.0,23.0,22.0,30.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,40000000,40250000,4.0,,4.0,,,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,40250000,40500000,30.0,3.0,21.0,10.0,18.0,22.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,40250000,40500000,18.0,2.0,14.0,24.0,8.0,12.0,8.0,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,40500000,40750000,30.0,2.0,26.0,21.0,4.0,29.0,33.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,40500000,40750000,8.0,,8.0,12.0,5.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,40750000,41000000,25.0,6.0,7.0,37.0,10.0,15.0,32.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,40750000,41000000,12.0,2.0,14.0,12.0,8.0,14.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,41000000,41250000,39.0,10.0,15.0,29.0,21.0,15.0,26.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,41000000,41250000,24.0,6.0,8.0,18.0,8.0,16.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,41250000,41500000,35.0,6.0,24.0,32.0,25.0,14.0,46.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,41250000,41500000,12.0,2.0,2.0,14.0,6.0,8.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,41500000,41750000,36.0,6.0,20.0,25.0,7.0,23.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,41500000,41750000,10.0,,4.0,8.0,8.0,10.0,18.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,41750000,42000000,31.0,4.0,27.0,26.0,13.0,21.0,20.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,41750000,42000000,20.0,4.0,4.0,28.0,8.0,14.0,22.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,42000000,42250000,28.0,6.0,14.0,27.0,12.0,26.0,31.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,42000000,42250000,10.0,,8.0,20.0,6.0,10.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,42250000,42500000,28.0,,8.0,20.0,5.0,10.0,23.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,42250000,42500000,18.0,2.0,20.0,44.0,18.0,28.0,26.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,42500000,42750000,57.0,,18.0,34.0,17.0,22.0,41.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,42500000,42750000,16.0,8.0,16.0,6.0,14.0,8.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,42750000,43000000,46.0,8.0,17.0,32.0,9.0,22.0,28.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,42750000,43000000,12.0,,4.0,20.0,10.0,14.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,43000000,43250000,22.0,8.0,18.0,37.0,17.0,24.0,34.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,43000000,43250000,22.0,2.0,16.0,17.0,8.0,10.0,20.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,43250000,43500000,69.0,10.0,52.0,59.0,32.0,42.0,53.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,43500000,43750000,53.0,8.0,43.0,45.0,26.0,36.0,46.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,2,43500000,43750000,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,43500000,43750000,6.0,4.0,8.0,14.0,4.0,10.0,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,43750000,44000000,71.0,10.0,33.0,44.0,22.0,38.0,29.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,43750000,44000000,18.0,,6.0,10.0,4.0,10.0,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,44000000,44250000,12.0,2.0,2.0,4.0,10.0,10.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,44000000,44250000,50.0,,20.0,44.0,20.0,33.0,28.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,44250000,44500000,4.0,,2.0,4.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,44250000,44500000,69.0,6.0,30.0,50.0,25.0,42.0,58.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,44500000,44750000,68.0,20.0,50.0,72.0,43.0,30.0,45.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,44500000,44750000,2.0,2.0,4.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,44750000,45000000,82.0,6.0,41.0,40.0,34.0,12.0,28.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,44750000,45000000,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,45000000,45250000,58.0,16.0,30.0,48.0,34.0,33.0,57.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,45000000,45250000,8.0,8.0,16.0,9.0,8.0,16.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,45250000,45500000,53.0,7.0,22.0,49.0,20.0,36.0,43.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,45250000,45500000,26.0,,10.0,16.0,12.0,6.0,12.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,45500000,45750000,65.0,6.0,18.0,30.0,22.0,38.0,38.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,45500000,45750000,20.0,2.0,10.0,10.0,8.0,9.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,45750000,46000000,46.0,6.0,17.0,35.0,32.0,34.0,39.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,45750000,46000000,2.0,,6.0,2.0,2.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,46000000,46250000,28.0,6.0,14.0,9.0,19.0,20.0,26.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,46000000,46250000,5.0,,10.0,10.0,2.0,10.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,46250000,46500000,57.0,14.0,20.0,46.0,18.0,48.0,28.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,46500000,46750000,36.0,6.0,18.0,43.0,6.0,26.0,24.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,46500000,46750000,16.0,2.0,2.0,12.0,10.0,6.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,46750000,47000000,21.0,12.0,8.0,22.0,15.0,20.0,28.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,46750000,47000000,8.0,6.0,4.0,12.0,10.0,6.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,47000000,47250000,12.0,2.0,6.0,10.0,2.0,8.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,47000000,47250000,31.0,2.0,16.0,35.0,18.0,26.0,31.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,47250000,47500000,37.0,6.0,26.0,28.0,14.0,25.0,31.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,47250000,47500000,10.0,,8.0,14.0,2.0,8.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,47500000,47750000,10.0,4.0,6.0,18.0,8.0,10.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,47500000,47750000,18.0,12.0,16.0,34.0,4.0,26.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,47750000,48000000,46.0,2.0,20.0,33.0,16.0,26.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,47750000,48000000,8.0,2.0,2.0,16.0,2.0,10.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,48000000,48250000,14.0,2.0,12.0,8.0,6.0,6.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,48000000,48250000,28.0,5.0,27.0,23.0,10.0,45.0,23.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,48250000,48500000,57.0,10.0,28.0,52.0,21.0,57.0,36.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,48250000,48500000,4.0,,2.0,4.0,2.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,48500000,48750000,34.0,2.0,6.0,26.0,12.0,22.0,20.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,48500000,48750000,55.0,7.0,14.0,50.0,19.0,42.0,42.0,13.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,48750000,49000000,12.0,,2.0,10.0,4.0,8.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,48750000,49000000,77.0,10.0,22.0,55.0,21.0,33.0,43.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,49000000,49250000,57.0,4.0,34.0,55.0,34.0,30.0,47.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,49000000,49250000,10.0,2.0,10.0,10.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,49250000,49500000,75.0,10.0,21.0,57.0,29.0,51.0,36.0,12.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,49250000,49500000,12.0,2.0,6.0,6.0,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,49500000,49750000,40.0,4.0,16.0,22.0,14.0,18.0,20.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,49500000,49750000,65.0,5.0,18.0,36.0,35.0,26.0,39.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,158250000,158500000,94.0,17.0,57.0,53.0,35.0,54.0,95.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,49750000,50000000,55.0,10.0,42.0,48.0,30.0,30.0,36.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,49750000,50000000,26.0,8.0,12.0,14.0,8.0,16.0,24.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,50000000,50250000,52.0,6.0,17.0,33.0,22.0,21.0,34.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,50000000,50250000,36.0,6.0,32.0,32.0,14.0,26.0,20.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,2,50250000,50500000,70.0,11.0,27.0,74.0,42.0,26.0,40.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,2,50250000,50500000,8.0,2.0,10.0,16.0,2.0,12.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
